DATE-TIME,sivt,givtc_desktop,mobileApp,givts_mobileWeb,givtt_desktop,givtb_mobileApp,givt,givtb_mobileWeb,givtt_mobileApp,sivt_mobileApp,givtc_mobileApp,desktop,givta_mobileApp,givtb_desktop,TOTAL,givts_mobileApp,mobileWeb,givtt_mobileWeb,givtc_mobileWeb,sivt_desktop,sivt_mobileWeb,givts_desktop,givta_mobileWeb,givta_desktop
2019-05-08-01,1969007,386399,17842719,10960,37177,0,653579,393,13,120360,10416,70259709,0,22492,161838990,13,73736562,72512,34515,1255541,593106,111538,0,37441
2019-05-08-02,1939012,381907,15104980,11553,37723,0,649117,318,4,104634,8741,77655408,0,21716,161631915,12,68871527,72510,34110,1279444,554934,112078,0,34827
2019-05-08-03,1869843,344412,13303602,11510,40156,0,614851,252,10,96058,8634,82965787,0,17826,158447532,18,62178143,74739,32869,1243953,529832,109327,39,37317
2019-05-08-04,1846156,315122,13150001,13564,40227,0,595799,184,5,101677,12224,84876845,0,19879,157517228,23,59490382,75280,31455,1224638,519841,109489,68,33918
2019-05-08-05,1907975,325007,16416391,12891,40119,3,610494,135,8,116348,15746,88876289,0,16222,169654837,7,64362157,74336,32358,1244213,547414,114208,0,37620
2019-05-08-06,2094043,345895,22876105,12421,38850,0,650833,236,6,127835,9079,97054513,0,16599,201844852,15,81914234,73169,37222,1320658,645550,136125,0,35355
2019-05-08-07,2381478,464431,27041790,14173,38646,0,785405,400,11,143345,11907,115319087,0,19280,238455108,6,96094231,76904,48146,1522782,715351,133889,0,40764
2019-05-08-08,2778439,624607,26990771,12947,44990,0,988585,324,18,154268,16439,144897240,0,25036,272992790,9,101104779,83201,63609,1861235,762936,137123,0,34495
2019-05-08-09,2962212,758530,26155066,12748,49093,0,1128838,319,27,159471,19693,167483195,0,21569,292329904,5,98691643,83805,69244,2055920,746821,130279,0,43136
2019-05-08-10,2942553,830262,26138477,11833,54250,0,1219742,259,25,162569,22265,177016995,0,20578,296682249,7,93526777,90740,72766,2095740,684244,133602,0,35731
2019-05-08-11,2926096,901447,26356975,11339,50123,1,1296103,256,26,160518,24591,182848412,1,21099,302476056,10,93270669,86585,76714,2121747,643831,143914,1,42258
2019-05-08-12,2930710,932354,27831727,10446,62630,0,1337087,182,6,174889,26124,177008949,0,19539,300900528,11,96059852,96717,78746,2119813,636008,130414,0,34950
2019-05-08-13,2926142,919875,27198012,10968,57185,0,1305150,183,5,162342,25334,170998394,1,18542,294864465,22,96668059,92062,76747,2127238,636562,128098,0,37896
2019-05-08-14,2845321,856660,26911895,13075,37421,0,1200772,301,9,159134,24162,160552302,0,18878,285776712,13,98312515,75600,71632,2037468,648719,121694,0,32306
2019-05-08-15,2932445,858858,29595172,11923,39642,0,1195203,524,6,163311,21384,162316703,0,20940,294014305,24,102102430,80247,66212,2099903,669231,110838,0,39062
2019-05-08-16,2898602,804350,31008296,13149,35845,3,1129777,580,2,158379,16053,152445244,0,24022,288634575,7,105181035,83365,62705,2048458,691765,111010,0,31097
2019-05-08-17,2659794,651548,29630672,10705,36132,1,954848,656,5,143683,12641,124994896,0,21152,257426240,7,102800672,79193,53797,1819448,696663,109007,0,32028
2019-05-08-18,2394287,551831,26194663,10165,35771,0,845919,528,1,123492,9820,103360926,0,22392,219988361,8,90432772,81698,47199,1619590,651205,107098,0,31116
2019-05-08-19,2329956,520977,25986716,9596,34659,0,809682,505,2,119483,8161,95507773,0,23262,204416714,4,82922225,78625,43732,1569656,640817,112240,0,35635
2019-05-08-20,2339212,460877,29791640,11021,35177,1,752499,277,0,139065,7953,94958782,0,25499,209968794,5,85218372,79923,42633,1540898,659249,111003,0,33059
2019-05-08-21,2343911,468414,31694058,9473,32696,0,745982,393,8,123442,7436,92791070,0,23332,213594160,2,89109032,74557,40431,1542484,677985,104496,0,39202
2019-05-08-22,2235296,475284,28400443,10520,33569,7,768559,267,4,105252,6252,83889270,0,24367,197121768,1,84832055,75741,40507,1470585,659459,115403,0,46902
2019-05-08-23,2058783,443155,23169911,10594,33556,0,730637,431,2,90501,4322,72784797,0,23519,170880070,5,74925362,76616,37457,1347151,621131,115092,0,40682
2019-05-09-00,2192307,430019,24975568,12824,37205,0,726823,380,1,191702,12482,75114883,0,27448,179558025,10,79467574,72862,38340,1371043,629562,111543,0,45830
2019-05-09-01,2032010,421701,18256316,11418,37480,0,713743,422,1,112820,12403,71128100,0,30060,165510728,28,76126312,74250,36094,1315709,603481,112848,0,47238
2019-05-09-02,1963667,408090,14245704,11224,39908,16,691561,373,11,94318,10469,78783641,0,26757,160118165,16,67088820,74468,34634,1324946,544403,107692,0,46986
2019-05-09-03,1896671,356653,12448861,11743,39690,0,639049,216,8,85904,10287,85506269,0,18552,156904991,27,58949861,74243,32193,1288882,521885,107576,15,49346
2019-05-09-04,1920467,339040,13510422,11387,40616,0,619857,202,14,98120,15784,87711544,0,17275,157043561,22,55821595,73434,30795,1262589,559758,108291,0,44033
2019-05-09-05,2000780,342610,16991564,11619,43003,2,627970,191,7,117325,18767,91087260,0,16826,169544943,7,61466119,75469,30981,1263775,619680,112953,0,36081
2019-05-09-06,2175508,378256,23397299,11573,40327,1,664467,334,4,117394,9429,98574301,0,16101,200803229,9,78831629,78480,35133,1345275,712839,118069,0,32554
2019-05-09-07,2423135,486830,27318742,11396,41108,2,803638,570,14,138526,13979,117198696,0,16717,236661544,10,92144106,74529,46826,1544749,739860,134749,0,34072
2019-05-09-08,2683630,640380,27808857,11478,40245,3,976792,382,26,154211,18192,145852307,0,18611,269369965,6,95708801,77830,57977,1800568,728851,127832,0,34336
2019-05-09-09,2915542,772461,28010247,13142,40461,0,1123440,486,37,167408,21707,169700363,0,18584,292669648,5,94959038,77934,68157,2011789,736345,125123,0,31719
2019-05-09-10,2923937,833310,27497998,13049,38216,3,1207586,297,40,177868,25894,180198918,0,20778,297985368,6,90288452,79805,78083,2074661,671408,142211,0,34626
2019-05-09-11,2925125,889983,26815497,11488,40201,0,1254698,222,32,168751,26125,181684281,0,20441,297969690,22,89469912,80015,84959,2120154,636220,132425,0,34954
2019-05-09-12,2959906,912983,28536844,11883,44281,1,1287754,268,32,181534,28814,174418858,0,21228,296311455,35,93355753,80860,89830,2135636,642736,126648,0,34462
2019-05-09-13,2899594,885717,28362442,11714,40372,0,1246386,430,18,171322,27278,166847043,0,19902,289311852,11,94102367,79220,87342,2088450,639822,127126,0,30297
2019-05-09-14,2900693,836430,28289531,13467,38567,5,1208371,234,2,162238,25216,162757309,0,21458,287510597,11,96463757,78811,85878,2071529,666926,125667,0,42932
2019-05-09-15,2968418,834993,31406803,11184,43289,1,1199110,234,7,177949,23794,157664059,0,25532,290917371,13,101846509,85729,82155,2055364,735105,124121,0,35414
2019-05-09-16,2928461,781258,32656401,12746,37051,0,1108134,243,8,175171,18313,145059775,0,24850,284191071,16,106474895,78297,76448,1990886,762404,113278,0,27168
2019-05-09-17,2697826,646344,32648251,13215,34166,7,969016,428,10,169950,15030,123631907,0,20065,260251009,16,103970851,78456,67258,1777590,750286,126299,1,34889
2019-05-09-18,2456787,528911,29935172,11365,33890,0,832984,218,1,148879,12187,103794876,0,20098,225501351,9,91771303,74521,58454,1601904,706004,125512,1,28799
2019-05-09-19,2392910,508624,29360040,11137,36575,0,812357,328,6,139235,9813,95781404,0,26761,209256522,2,84115078,75640,56439,1567681,685994,119983,0,34720
2019-05-09-20,2362048,451953,32561394,10563,38194,10,755507,269,5,147906,10288,93644484,0,21593,210906375,3,84700497,82253,55839,1521447,692695,118629,0,33925
2019-05-09-21,2367824,469692,31213832,10408,37137,4,759571,269,5,130453,8870,90769833,0,24170,208256763,5,86273098,76311,53474,1540432,696939,114726,0,32692
2019-05-09-22,2282585,462045,28987044,11075,32392,2,747783,244,7,118633,7473,83733247,0,21120,196484604,0,83764313,73809,51856,1474825,689127,121333,0,30670
2019-05-09-23,2133322,443139,22919901,10803,30051,4,719732,190,0,102887,5571,72789509,0,23955,171577632,4,75868222,72734,50022,1373397,657038,118112,0,33421
2019-05-10-00,2263223,440725,23472008,11983,37193,4,740225,254,0,188905,11710,74544505,0,24447,178190234,11,80173721,78439,49359,1410820,663498,125291,0,35249
2019-05-10-01,2059165,408414,18361190,13318,39406,0,697975,299,8,121498,12034,70951876,0,28822,164520778,4,75207712,73919,45670,1315528,622139,120882,1,26286
2019-05-10-02,2040746,400588,14662796,13195,35766,0,695462,361,2,103635,10570,78065071,0,28758,160356864,16,67628997,69631,45660,1362209,574902,134754,3,26127
2019-05-10-03,1962890,358692,12454358,12353,38456,0,654365,253,2,92654,11042,82989196,0,23555,155088035,15,59644481,76218,43600,1313495,556741,129685,27,33998
2019-05-10-04,2021499,379302,12776039,12216,40148,0,665688,153,3,97981,11975,84811402,0,15848,154064388,18,56476947,73150,39222,1361770,561748,129850,1,30052
2019-05-10-05,2079040,376943,16480323,12799,41455,7,668184,239,0,114708,13720,89011384,0,15220,167039598,9,61547891,69956,40199,1357777,606555,130420,0,31452
2019-05-10-06,2250514,418591,23556471,13102,41714,0,721890,199,7,129703,11678,93909003,0,15270,196468164,11,79002690,73840,45937,1430017,690794,134454,1,30227
2019-05-10-07,2477692,491415,27330260,11825,40918,18,813287,408,9,141573,14774,111217432,0,17744,231862963,14,93315271,72162,56672,1578318,757801,140438,1,33518
2019-05-10-08,2758216,638343,27750867,11766,36352,0,982847,396,2,152525,18483,139417702,0,19661,262820676,8,95652107,72069,68334,1844912,760779,148599,0,35427
2019-05-10-09,2917838,746925,27452216,12693,37074,9,1104857,233,14,159763,22523,162518434,0,20339,285098966,16,95128316,75699,74677,2029731,728344,142200,1,36534
2019-05-10-10,2923687,817187,27382087,12593,40633,2,1186043,212,25,159850,22831,173168093,0,26882,293645735,18,93095555,80169,78402,2073080,690757,135554,0,33347
2019-05-10-11,2864946,857982,26515572,13270,38022,2,1220654,153,17,156296,22090,173085791,0,22304,290257387,10,90656024,81091,80501,2071066,637584,136129,1,36069
2019-05-10-12,2829091,861933,28470030,12661,40462,0,1229219,190,19,179124,24057,166057394,0,23401,285518515,25,90991091,85567,82384,2031120,618847,128569,0,33852
2019-05-10-13,2728352,804263,27573081,12602,39633,3,1158448,422,5,162281,23058,153168083,0,20311,269324071,10,88582907,86746,79816,1947911,618160,126532,0,35066
2019-05-10-14,2687890,758079,28318058,12467,33414,0,1100072,296,4,160294,20593,148860022,0,19748,266818153,10,89640073,84045,75143,1906471,621125,126108,1,30997
2019-05-10-15,2691097,729085,30403387,11096,45466,6,1068485,210,3,166060,19665,142640341,0,17690,264892026,7,91848298,88415,69657,1886988,638049,119313,0,36855
2019-05-10-16,2586131,631445,31470031,16828,39960,0,965453,248,3,162403,16192,129213914,0,24967,256210645,15,95526700,82307,60855,1764015,659713,114522,0,42214
2019-05-10-17,2333102,482226,29577429,12832,32694,7,778544,225,0,138929,12070,109089255,0,21326,233728383,13,95061699,84257,55458,1532314,661859,94441,0,46834
2019-05-10-18,2194547,384884,28968807,10297,34008,0,666393,193,1,139692,10817,90674961,0,18457,206625628,2,86981860,82373,47786,1409253,645602,96086,0,41510
2019-05-10-19,2195515,343912,27436534,11194,37086,0,653253,407,2,128202,8810,82600168,0,19250,191478212,3,81441510,79628,46421,1432251,635062,134978,0,36048
2019-05-10-20,2113825,299423,29366630,11677,33649,0,592054,143,2,128976,8081,78819339,0,17710,189557195,3,81371226,81927,47755,1343404,641445,111257,0,40990
2019-05-10-21,2086200,279930,29658809,10466,31384,1,574850,370,1,123680,6405,76420659,0,20208,189272008,4,83192540,77413,44942,1306989,655531,120523,0,45087
2019-05-10-22,2016374,265849,27587766,11102,35415,7,561293,221,10,117857,5584,69525118,0,18259,177379854,5,80266970,79511,45688,1245844,652673,118550,1,46705
2019-05-10-23,1904807,252315,24831435,10858,31609,1,536423,196,0,107680,4759,60992268,0,22019,158866287,7,73042584,76497,42669,1179360,617767,115666,0,42024
2019-05-11-00,2018630,271381,25215184,11258,29728,0,550771,750,1,191632,10190,60667924,0,28823,159972921,8,74089813,77832,42326,1201310,625688,101786,1,45328
2019-05-11-01,1910477,261827,20410180,12012,36547,0,531140,801,0,127469,9840,56519003,0,25585,149249292,8,72320109,76021,40463,1155610,627398,97461,2,38867
2019-05-11-02,1936978,250593,18645222,12544,37719,0,522571,634,1,116939,9811,58268558,0,26555,151818986,1,74905206,75914,40811,1137600,682439,95215,0,40422
2019-05-11-03,1831400,245134,15118864,14089,35504,0,526486,462,0,99520,8895,58740272,0,23144,145853389,13,71994253,75816,39209,1107621,624259,111847,10,43999
2019-05-11-04,1731809,236453,14311473,12894,34023,0,510272,464,2,96095,8668,58586632,0,14605,137802807,9,64904702,72406,38253,1075674,560040,115498,1,37981
2019-05-11-05,1772529,234432,16181632,13298,35043,1,500018,770,0,106762,10421,60833559,0,15259,140473887,5,63458696,73517,37612,1081274,584493,111008,1,30732
2019-05-11-06,1896628,246917,20150964,14169,34992,0,518845,747,5,117557,9797,65800432,0,14560,159040059,23,73088663,70571,42970,1136438,642633,115041,0,29106
2019-05-11-07,2053067,259125,25908812,12653,32719,8,533446,876,2,129704,8668,76401242,0,19257,192935162,3,90625108,73401,45275,1216594,706769,114646,0,30892
2019-05-11-08,2182678,267328,28815402,12494,34243,3,543231,986,9,145894,9547,88539668,0,15678,220518784,6,103163714,74937,48560,1280818,755966,111890,0,31268
2019-05-11-09,2259533,283599,30636258,11881,30370,1,553234,372,3,165746,10027,98007540,0,19273,236363761,8,107719963,73664,49303,1355700,738087,103918,1,31304
2019-05-11-10,2140779,286036,31323821,12036,29967,3,545590,312,6,172830,10102,104351743,0,20696,240416571,32,104741007,71204,39832,1317780,650169,96697,0,31798
2019-05-11-11,2106591,296682,30809892,13465,32740,6,566254,146,2,166390,10993,105818455,0,18590,237831643,22,101203296,74219,38857,1310476,629725,98832,0,31931
2019-05-11-12,2088759,299364,31316106,13973,36131,1,577431,227,5,180833,12365,102312850,0,17727,230661875,17,97032919,76317,42406,1295630,612296,96654,0,31911
2019-05-11-13,2027200,295391,29953654,12467,28798,1,566940,172,1,166736,12858,97691081,0,20716,221311228,13,93666493,75958,39840,1282223,578241,102333,1,30664
2019-05-11-14,2069341,286955,30221770,14358,34098,9,570828,143,8,159703,11992,94332118,0,21960,217903580,20,93349692,74038,40714,1305524,604114,105536,2,31601
2019-05-11-15,2064442,278910,31033735,12680,34671,0,561648,232,4,155250,10654,92457845,0,21992,217571260,14,94079680,77830,39858,1296132,613060,104551,0,30086
2019-05-11-16,2088013,283738,29537459,13490,30250,3,549266,210,10,143586,9307,90168738,0,21533,217345431,11,97639234,73845,38381,1302873,641554,100102,1,31965
2019-05-11-17,2070572,269465,28719106,11641,32189,1,532445,158,7,139355,9077,85574846,0,16340,211987024,9,97693072,78859,37704,1277667,653550,96821,0,28693
2019-05-11-18,1991492,255461,27342598,9658,32071,2,511282,143,11,133525,9526,78060203,0,14689,195396294,2,89993493,77065,36436,1216040,641927,94777,0,27263
2019-05-11-19,1967878,250059,27247740,10459,40377,0,522139,250,3,131459,9173,75053146,0,17132,185391721,9,83090835,79868,36935,1210046,626373,97593,0,26971
2019-05-11-20,2000830,253844,31468158,11901,29046,0,521239,183,9,141713,8931,74348463,0,19444,188979678,0,83163057,80420,36674,1222035,637082,101548,1,29872
2019-05-11-21,2009395,250658,30660387,11063,33226,1,513320,277,3,135170,8434,72696186,0,17148,186401600,0,83045027,78756,36643,1237116,637109,97549,0,32448
2019-05-11-22,1954387,247074,27555697,11301,31591,0,497449,417,11,124188,7082,66397398,0,21147,173038161,0,79085066,64109,35720,1196082,634117,101833,1,30367
2019-05-11-23,1885016,254917,23079376,10351,32403,1,522339,963,0,114394,5705,58845162,0,21117,154110555,1,72186017,82824,34671,1160812,609810,103068,0,31263
2019-05-12-00,2322444,258557,22925463,11202,35568,0,542933,831,3,176972,9870,57478131,0,24405,152486687,10,72083093,78639,36013,1499479,645993,114539,0,29865
2019-05-12-01,2138093,249750,19756435,12753,32145,3,522096,601,0,147539,10556,52818992,0,26998,142619307,6,70043880,70596,33710,1343310,647244,117094,1,26691
2019-05-12-02,1895854,249566,17344539,12985,32613,5,513122,390,4,117172,9864,53039293,0,25768,143009223,7,72625391,67311,33872,1117702,660980,108826,1,27272
2019-05-12-03,1864745,237675,15930814,13409,31446,0,502921,336,2,107694,8971,55096256,1,21451,144007011,8,72979941,68639,32656,1079904,677147,114849,13,27848
2019-05-12-04,1820597,229783,14992871,11685,36655,0,493014,175,11,106454,10299,56636535,0,15432,141010341,10,69380935,68261,31958,1080698,633445,111635,8,31626
2019-05-12-05,1784005,231647,15669488,12737,35311,0,499610,121,0,112401,12893,58537478,0,12954,140906464,6,66699498,71595,32663,1091037,580567,112020,5,29353
2019-05-12-06,1989644,248722,18086647,13260,37869,1,511586,160,2,110706,8793,62499805,0,12895,153732797,13,73146345,71346,33885,1160757,718181,107789,2,30524
2019-05-12-07,2205583,254353,22286476,12953,35750,4,519367,299,0,121823,8528,70988753,0,13789,181056572,6,87781343,73912,37472,1244820,838940,107597,1,26973
2019-05-12-08,2243811,261385,26397103,12130,33165,4,531504,285,7,145425,10025,82572776,0,14975,208331507,5,99361628,74223,40970,1299368,799018,105162,1,31507
2019-05-12-09,2268796,266103,29326378,12070,26994,13,527785,331,2,164698,10602,94705547,0,19529,229239610,21,105207685,70513,42663,1356429,747669,100539,2,28706
2019-05-12-10,2150867,277869,32379170,19196,35933,2,571936,369,5,190388,11878,98675616,2,15493,237233080,20,106178294,76634,54923,1303015,657464,116342,2,32457
2019-05-12-11,2105442,280188,32530524,13286,32729,0,552307,211,1,191710,11252,102274242,0,15317,242036486,10,107231720,72141,58310,1271555,642177,110582,0,28718
2019-05-12-12,2100095,288223,31681210,12897,30659,1,563222,263,7,180674,10950,104142896,0,17560,242612862,26,106788756,70318,58021,1304171,615250,114957,0,32980
2019-05-12-13,2031199,276851,30279828,12302,30137,0,555281,232,0,159610,10365,102647036,0,18496,238034794,7,105107930,73232,57333,1293107,578482,120389,0,28083
2019-05-12-14,2041551,283827,29925152,14072,37865,0,573097,160,5,149815,9769,101968542,0,21339,238710884,15,106817190,75679,57004,1300902,590834,117586,1,32808
2019-05-12-15,2075194,273818,31386663,12841,29995,0,544288,158,2,143942,8672,99917144,0,19981,239581689,15,108277882,72674,54390,1296968,634284,113597,0,27570
2019-05-12-16,2155823,290673,31255058,12526,30965,0,559632,205,15,135035,8406,96598326,0,20457,237673683,0,109820299,72829,54925,1347416,673372,112894,1,33602
2019-05-12-17,2183089,298501,30585809,11289,34150,0,571567,174,6,143718,8536,90768191,0,21484,225533707,2,104179707,74726,54689,1359153,680218,113010,0,27514
2019-05-12-18,2173919,340549,28395495,9471,33782,1,607903,202,10,138184,7802,88163519,0,17967,207619752,0,91060738,71791,54072,1401203,634532,112390,1,32833
2019-05-12-19,2198767,373135,26547903,10619,32706,0,650357,179,3,121176,8044,88452828,0,17337,196670291,2,81669560,74260,55305,1460610,616981,122781,0,29554
2019-05-12-20,2253510,387823,29952240,10513,36234,0,670958,307,14,131272,7384,90256809,0,18690,205662650,0,85453601,78545,57399,1487202,635036,118281,0,36171
2019-05-12-21,2237381,411051,28543609,10397,34071,1,683829,242,2,121371,5999,85130323,0,19748,194576534,0,80902602,75325,56324,1496505,619505,116642,2,29964
2019-05-12-22,2215603,427480,24315714,11427,31911,1,702715,291,9,104684,4988,79767424,0,22175,183732674,15,79649536,72905,56501,1469137,641782,118710,1,30790
2019-05-12-23,2205961,414663,19479958,10486,41299,0,698268,196,1,90954,4288,72426340,0,22502,166696659,0,74790361,72387,53388,1454030,660977,125617,0,30376
2019-05-13-00,2311328,413062,18991609,12198,35258,0,692455,489,3,139033,10200,72903133,0,25596,167840183,0,75945441,76918,55538,1466345,705950,115912,1,35433
2019-05-13-01,2176509,401601,16940411,11692,34932,0,678033,226,0,141287,12308,70707591,0,27538,159210240,0,71562238,77903,54643,1430270,604952,109674,0,29911
2019-05-13-02,2079949,389984,13901953,13003,30671,0,658926,203,0,105871,12701,79799858,0,23836,158946031,0,65244220,70974,49985,1420632,553446,115834,3,33207
2019-05-13-03,1959399,336609,11753444,12814,37007,0,627542,137,1,87027,11277,85714926,0,20079,155049061,4,57580691,73050,47346,1360674,511698,136447,12,33395
2019-05-13-04,1916353,317119,11312190,13873,31858,0,589919,147,3,87364,12434,87655759,0,14161,152164139,0,53196190,66383,44643,1333872,495117,131680,4,36851
2019-05-13-05,1962504,319343,14595180,12913,38927,0,613770,155,5,103376,15942,90244991,0,13181,163071374,6,58231203,71821,46175,1341381,517747,138494,4,28602
2019-05-13-06,2196011,363576,20422884,13793,36423,7,659521,242,2,119926,8903,97274013,0,19391,191712270,1,74015373,70299,49439,1458232,617853,140405,2,30259
2019-05-13-07,2486917,459047,23961282,13008,32013,3,765224,219,1,137162,11037,115661015,0,17957,226366078,1,86743781,72315,62952,1677843,671912,141270,0,32307
2019-05-13-08,2865079,616666,24121413,12541,45685,6,961774,157,1,149684,14961,144447924,0,18363,259972387,1,91403050,79516,79449,2006959,708436,133135,0,39562
2019-05-13-09,3132488,766578,24550357,12464,38206,16,1102600,198,5,151228,18159,170530082,0,18018,287331268,3,92250829,73075,82475,2279396,701864,124405,1,39736
2019-05-13-10,3103688,825400,24264416,12368,32958,0,1166207,149,8,149425,19000,184769102,0,17418,298769069,4,89735551,76362,77529,2318980,635283,125972,6,39945
2019-05-13-11,3081641,866580,24561763,13588,42717,1,1231855,193,12,161533,23022,187369696,0,17631,302697385,5,90765926,79070,73057,2314941,605167,129760,0,38798
2019-05-13-12,3103552,907584,26949790,15211,32721,0,1256569,196,8,196242,24588,179467656,0,17496,301396136,7,94978690,77166,75936,2290935,616375,117060,4,40565
2019-05-13-13,3044931,890110,26468197,13879,28481,0,1232611,138,28,187583,22191,174296466,0,18238,297054394,5,96289731,77362,74187,2261309,596039,124075,4,37149
2019-05-13-14,2941041,823569,26479211,24878,39629,0,1194795,171,5,169491,19956,162007808,0,19885,287048193,0,98561174,77710,69022,2154321,617229,128893,6,40387
2019-05-13-15,2893971,802972,27362915,12973,36780,0,1137014,122,5,164576,17388,155750383,2,24002,283246977,0,100133679,80262,62797,2103764,625631,112473,2,39973
2019-05-13-16,2856943,754176,27107048,20887,32773,2,1091718,148,6,149681,14387,143605942,1,22627,273952269,0,103239279,80825,60615,2025958,681304,123374,7,36894
2019-05-13-17,2628022,619436,26670600,11998,31390,1,924203,265,4,147297,11855,120716642,1,19162,248348291,1,100961049,76123,51765,1822196,658529,122170,24,34757
2019-05-13-18,2462889,535064,24759719,10766,36845,1,846814,152,4,140909,10164,100040779,0,18406,214280647,1,89480149,91477,45059,1693512,628468,114552,17,36803
2019-05-13-19,2394501,503069,23749137,11411,32910,0,805142,172,5,129145,8253,92582323,0,19562,199262528,4,82931068,84487,43137,1659736,605620,120637,13,36851
2019-05-13-20,2348311,457929,26645491,11766,34884,0,750562,370,12,131108,7944,91275643,0,18922,201972132,0,84050998,81579,42058,1598268,618935,111219,4,38591
2019-05-13-21,2326124,468808,26263564,11002,37207,1,758925,347,1,121144,6829,87769454,0,17469,200104174,5,86071156,83241,41877,1565874,639106,112337,1,36275
2019-05-13-22,2229964,466964,24186309,11304,31448,1,732422,388,3,103278,5913,79367053,0,13523,184507111,0,80953749,74167,42749,1512672,614014,105319,0,32682
2019-05-13-23,2149739,450553,20242517,11208,26454,2,718533,161,3,93383,5190,71669272,0,14696,163532714,0,71620925,76593,39814,1481484,574872,117487,0,32178
2019-05-14-00,2213449,424694,21197893,11387,27805,0,706841,245,0,151234,14086,75736051,0,21389,171727066,4,74793122,77719,39232,1476020,586195,116496,6,30488
2019-05-14-01,2110316,407804,17098670,11940,36708,0,695739,206,0,132994,14013,71779898,0,20894,160411210,8,71532642,76685,37304,1424182,553140,118424,1,29282
2019-05-14-02,2105788,401253,14195679,12514,33207,0,677840,166,1,119734,13942,79399123,0,21644,158657200,14,65062398,76623,36438,1454920,531134,110638,0,29007
2019-05-14-03,1989664,343069,12058867,13183,39518,0,632562,169,4,103657,13916,84302747,0,16326,153345065,11,56983451,77351,32265,1389328,496679,118993,7,31601
2019-05-14-04,1951482,316127,11829381,14141,40342,1,607804,140,9,102176,18982,85239997,0,17888,150443396,6,53374018,73913,29553,1371986,477320,118399,0,30351
2019-05-14-05,2101784,327891,15327368,12126,32809,0,611111,143,3,112427,17706,90455657,0,17098,164407692,6,58624667,74141,30708,1481755,507602,120613,0,28904
2019-05-14-06,2220799,367668,21688470,13909,34019,0,650798,206,4,125068,10120,99015850,0,17875,196265185,10,75560865,74962,35745,1496840,598891,118492,0,30621
2019-05-14-07,2413040,447485,25377302,13215,34553,2,747420,602,12,141392,13115,119399747,0,19481,234189747,2,89412698,69121,45592,1631658,639990,126525,0,29104
2019-05-14-08,2737294,586967,25513682,12161,30007,0,907512,256,2,156631,16987,146526761,0,22005,265054142,4,93013699,73525,59049,1912917,667746,122224,0,33749
2019-05-14-09,3031120,701987,25461327,11696,37308,0,1045207,252,47,167427,20103,168476632,0,22527,285424565,5,91486606,74302,67416,2188936,674757,123067,0,37005
2019-05-14-10,3101537,826558,25066164,11232,37349,3,1174590,169,33,165661,23405,177758162,0,21515,291429830,17,88605504,76481,76772,2307038,628838,121368,0,35884
2019-05-14-11,3133274,926576,24392275,12113,43145,0,1293369,167,24,158731,25201,179203943,0,22528,291009808,12,87413590,77504,87452,2360574,613969,127597,1,34681
2019-05-14-12,3150941,969644,26298690,14094,42206,0,1335604,129,6,175467,26187,175097112,0,21288,291632577,14,90236775,78691,90345,2363932,611542,120993,0,33500
2019-05-14-13,3049173,916629,25998371,14046,36585,0,1269293,345,16,162121,23955,164277693,0,21252,282121527,10,91845463,79063,91458,2257857,629195,116565,0,33492
2019-05-14-14,3095968,889356,26571955,14565,36302,0,1239150,227,2,156061,21674,163649186,0,24027,287026770,1,96805629,81985,85999,2290206,649701,114011,6,29789
2019-05-14-15,3029714,856975,27343639,11939,33118,1,1196071,241,5,154953,20228,158081498,0,22293,286391615,0,100966478,84227,81051,2212449,662312,115654,4,37360
2019-05-14-16,2980740,796916,27382928,12759,39642,4,1135786,200,15,144784,16163,148583247,0,22227,281063271,0,105097096,84804,75956,2134299,701657,121725,8,28505
2019-05-14-17,2705753,638602,27013536,11041,35076,0,957825,228,4,136073,13108,124100027,1,18289,253152127,1,102038564,85976,66914,1880359,689321,121583,17,29830
2019-05-14-18,2535504,550766,25617133,10852,34950,0,860197,87,4,128068,11563,104104012,0,18694,222805317,1,93084172,81313,58940,1747416,660020,124135,9,29700
2019-05-14-19,2435662,515327,25371599,10124,35032,0,841571,208,8,120159,9596,97256771,0,24201,207344268,7,84715898,82533,56553,1692032,623471,143526,11,30408
2019-05-14-20,2405814,483837,29431345,10137,34913,0,781891,239,3,123052,8823,94193805,0,18268,209516282,2,85891132,83980,56016,1663321,619441,121983,8,31603
2019-05-14-21,2468771,492633,31446245,9948,35004,0,773905,306,0,123464,7494,93223593,0,17509,217256697,0,92586859,79184,56604,1682828,662479,111100,10,34979
2019-05-14-22,2370756,480349,29387640,11607,37549,0,773849,632,3,116741,6366,86790584,0,19010,207478841,2,91300617,78782,58778,1586435,667580,115230,3,32807
2019-05-14-23,2235120,456233,23196285,12978,32721,4,734403,267,2,104051,5334,75090081,0,19855,177012715,1,78726349,73206,52480,1507918,623151,119109,18,32441
2019-05-15-00,2259007,431769,21452235,14883,32399,0,723366,234,2,140500,16322,76327005,0,23882,176535256,8,78756016,72979,52572,1492114,626393,120835,14,26141
2019-05-15-01,2129322,430033,17143753,13045,29899,0,708711,1195,2,125823,16956,71247051,0,22947,162707757,5,74316953,66245,50423,1420376,583123,125514,6,32115
